Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Aadmi Aur Insaan,1969,168 min,"Drama, Romance, Thriller",6.2,149,Yash Chopra,Dharmendra,Saira Banu,Feroz Khan
Aadmi Khilona Hai,1993,158 min,"Drama, Romance",5,142,J. Om Prakash,Jeetendra,Reena Roy,Govinda
Aadmi Ki Aurat Aur Anya Kahaniya,2009,78 min,Drama,7.6,62,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi
Aadmi Sadak Ka,1977,138 min,"Drama, Family",5.4,34,Devendra Goel,Shatrughan Sinha,Vikram Makandar,Zaheera
Aadupuliyattam,2016,145 min,Horror,4.2,266,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
Aafat,1977,148 min,"Crime, Drama",5.3,17,Atma Ram,Navin Nischol,Leena Chandavarkar,Jayshree T.
Aafat-e-Ishq,2021,NA,"Comedy, Thriller",NA,NA,Indrajit Nattoji,Amit Sial,Neha Sharma,Garima Jain
Aafreen,2021,NA,Romance,NA,NA,Manjeet Rai,Chitransh Raaj,Prishita Tiwari,Sapna Shetty
Aag,1948,138 min,"Musical, Romance",7.4,357,Raj Kapoor,Nargis,Kamini Kaushal,Nigar Sultana
Aag,1967,NA,"Action, Drama",6.2,29,Naresh Kumar,Feroz Khan,Mumtaz,Achala Sachdev
Aag,1994,139 min,"Action, Comedy, Drama",4.6,227,K. Ravi Shankar,Govinda,Shilpa Shetty Kundra,Sonali Bendre
Aag Andhi Aur Toofan,1994,NA,"Action, Thriller",3.1,11,Kanti Shah,Amit Dhamija,Mukesh Khanna,Kiran Kumar
Aag aur Angaray,1990,NA,Action,NA,NA,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover
Aag Aur Chingari,1994,133 min,Action,4.1,13,Kanti Shah,Alpana,Aparajita,Asrani
Aag Aur Daag,1970,NA,"Action, Comedy, Drama",3.7,14,A. Salaam,Joy Mukherjee,Poonam Sinha,Master Bhagwan
Aag Aur Shabab,1990,101 min,Thriller,NA,NA,Ravi Kumar,Madhuri,Captain Raju,NA
Aag Aur Shola,1986,NA,"Action, Drama, Romance",4.1,42,K. Bapaiah,Jeetendra,Sridevi,Mandakini
Aag Aur Shola,2001,NA,Action,NA,NA,Ravi Raja Pinisetty,Kiran Rathod,Flora Saini,Raj Shekhar
Aag Aur Tezaab,1998,NA,Action,NA,NA,Israr Ahmed,Jagdish Sidana,Satish Kaul,Kader Khan
Aag Aur Toofan,1975,NA,"Action, Drama, Thriller",NA,NA,Tanvir Ahmed,Mumtaz,Robin Kumar,Anwar Hussain
Aag Hi Aag,1987,170 min,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
Aag Ka Dariya,1990,NA,Action,4.2,22,S.V. Rajendra Singh Babu,Avtar Gill,Rajiv Kapoor,Padmini Kolhapure
Aag Ka Dariya,1953,NA,"Drama, Family",NA,NA,Roop K. Shorey,Meena Shorey,Karan Dewan,Prithviraj Kapoor
Aag Ka Gola,1990,180 min,"Action, Drama",4.8,101,David Dhawan,Sunny Deol,Dimple Kapadia,Archana Puran Singh
Aag Ka Gola,2002,NA,Action,NA,NA,Kishan Shah,Junior Amitabh Bachchan,Junior Mithun Chakraborthy,Junior Sanjay Dutt
Aag Ka Prem Yudh,2002,NA,Action,NA,NA,Thriller Manju,Rachana Maurya,Sanghavi,Upendra
Aag Ka Toofaan,1993,137 min,Action,4.8,21,Kanti Shah,Dharmendra,Sadashiv Amrapurkar,Asrani
Aag Ke Sholay,1988,138 min,"Action, Thriller",3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
Aag Ke Sholay,2001,139 min,Action,NA,NA,Kanti Shah,Anil Nagrath,Amit Pachori,Sapna Sappu
Aag Laga Do Sawan Ko,1991,NA,"Drama, Romance",5.7,7,Anup Malik,Reema Lagoo,Kuldeep Mallik,Harish Patel
Aag Lagi Barsat Mein,1990,NA,Thriller,NA,NA,Charanya,Y.G. Mahendran,Silk Smitha,NA
Aag Se Khelenge,1989,151 min,Action,5,52,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
Aagaah: The Warning,2011,NA,"Drama, Horror, Thriller",3.6,23,Karan Razdan,Ila Arun,Anang Desai,Zakir Hussain
Aage Badho,1947,NA,Drama,6,6,Yeshwant Pethkar,Dev Anand,Madhu Apte,Khurshid Begum
Aage Badho,1972,NA,Romance,NA,NA,I.S. Johar,Dilip Dutt,Ambika Johar,Rajeev Kumar
Aage Kadam,1943,NA,NA,NA,NA,N.R. Acharya,Anjali Devi,Mubarak,Motilal
Aage Ki Soch,1988,NA,Comedy,4.8,30,Dada Kondke,Shakti Kapoor,Huma Khan,Dada Kondke
Aage Maut Peeche Maut,2001,78 min,Horror,3.1,7,A.T. Joy,Lekha Pande,Vimal Raj,Shakila
Aage Mod Hai,1987,NA,NA,NA,NA,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna
Aagey Se Right,2009,117 min,"Comedy, Crime, Drama",5,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
Aaghaat,2000,NA,Action,NA,NA,Vijay Borade,Zaffar Abbas,Mohnish Bahl,Meena Bisht
Aaghaaz,2000,153 min,"Action, Crime, Drama",4.2,274,Yogesh Ishwar,Sunil Shetty,Sushmita Sen,Namrata Shirodkar
Aaghosh,1953,NA,"Drama, Romance",NA,NA,R.D. Mathur,Agha,Nasir Khan,Leela Mishra
Aagman,1982,NA,Drama,4.8,8,Muzaffar Ali,Masood Akhtar,Bharat Bhushan,Rajina Raj Bisaria
Aah,1953,150 min,"Drama, Musical, Romance",7.2,275,Raja Nawathe,Nargis,Raj Kapoor,Vijayalaxmi
Aahat - Ek Ajeeb Kahani,1971,NA,Thriller,6.4,10,Kishore Rege,Jaya Bachchan,Ramesh Deo,Dharmendra
Aah-E-Mazluman,1935,NA,NA,NA,NA,N.G. Bulchandani,Abdul Rehman Kabuli,NA,NA
Aahuti,1950,NA,NA,NA,NA,Kulbhushan,Cuckoo,Indubala,Vikram Kapoor
Aahuti,1978,135 min,"Action, Drama",6,25,Ashok V. Bhushan,Rajendra Kumar,Shashi Kapoor,Rakesh Roshan
Aahuti,1992,NA,Drama,NA,NA,Rajendra Bhatia,Arun Bali,NA,NA
Aahvaan,2020,114 min,"Comedy, Horror",NA,NA,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
Aahwan,1996,NA,Action,NA,NA,NA,NA,NA,NA
Aai Bahar,1946,NA,NA,NA,NA,NA,NA,NA,NA
Aai Phirse Bahar,1960,NA,NA,NA,NA,A. Bhimsingh,Padmini,Shivaji Ganesan,Rajasulochana
Aaina,1993,149 min,"Drama, Romance",6,448,Deepak Sareen,Jackie Shroff,Juhi Chawla,Amrita Singh
Aaina,1977,150 min,Drama,6.8,94,K. Balachander,Mumtaz,Rajesh Khanna,A.K. Hangal
Aaina,1944,NA,"Drama, Romance",3.2,5,S.M. Yusuf,Husn Banu,Sulochana Chatterjee,Gope
Aaina,2019,60 min,Horror,NA,NA,Raja Bhargav,Komal Bharti,Urmila Chandolia,Ankit Jha
Aaiyash: The Desire,2004,123 min,"Drama, Romance",NA,NA,Sandeep Kumar,Akansha,Rakhi Bajaj,Amit Dhamija
Aaj,1987,116 min,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
Aaj Aur Kal,1947,NA,"Comedy, Sci-Fi",4.1,8,Khwaja Ahmad Abbas,Nayantara,Shyam,Rashid Ahmed
Aaj Aur Kal,1963,144 min,"Drama, Romance",5.6,52,Vasant Joglekar,Ashok Kumar,Sunil Dutt,Nanda
Aaj Jaana Hai Ke Pyaar Kya Ha,2004,NA,Romance,NA,NA,Vikram Naaru,Arun Bakshi,Bharat Kapoor,Shakti Kapoor
Aaj Ka Aladdin,1935,NA,NA,6,5,Nagendra Majumdar,NA,NA,NA
Aaj Ka Andha Kanoon,2003,46 min,Action,3.1,15,Amit Chandra Sahay,Sudesh Berry,Priyanka Upendra,Aman Jalali
Aaj Ka Arjun,1990,164 min,"Action, Crime, Drama",4.7,586,K.C. Bokadia,Amitabh Bachchan,Jaya Prada,Radhika Sarathkumar
Aaj Ka Daur,1985,153 min,"Action, Drama",5.1,40,K. Bapaiah,Jackie Shroff,Padmini Kolhapure,Nirupa Roy
Aaj Ka Farhad,1948,NA,NA,NA,NA,Balwant Joshi,Zohra,NA,NA
Aaj Ka Gang Leader,1993,NA,Action,5.6,29,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Radha
Aaj Ka Goonda Raaj,1992,147 min,"Action, Thriller",5.3,144,Ravi Raja Pinisetty,Chiranjeevi,Meenakshi Sheshadri,Raj Babbar
Aaj Ka Gunda,2001,NA,"Action, Thriller",4.7,23,Kanti Shah,Dharmendra,Mohan Joshi,Shakti Kapoor
Aaj Ka Gunda,1992,NA,Action,NA,NA,Ravi Raja Pinisetty,Chiranjeevi,Radha,Vijayshanti
Aaj Ka Gunda Raaj,2006,NA,Action,6,46,Mahesh Anand,Tanikella Bharani,Gulshan Grover,Milind Gunaji
Aaj Ka Hindustan,1940,NA,NA,NA,NA,Jayant Desai,Rose,Prithviraj Kapoor,Ishwarlal
Aaj Ka Inteqaam,1991,NA,Thriller,NA,NA,Rajni Bala,Jainendra,Jamuna,Neela
Aaj Ka Krantiveer,2004,NA,Action,NA,NA,Jayasudha,Nassar,Soundarya,Vijayakanth
Aaj Ka Laawaris,2006,NA,Action,5.7,17,Arjun Sarja,Jagapathi Babu,Gajala,Vija Kumar
Aaj Ka Mahaatma,1976,170 min,"Action, Romance",3.5,23,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
Aaj Ka Maseeha,1995,NA,Action,NA,NA,Sahil Surti,Rakesh Bedi,Brahmachari,Jamuna
Aaj Ka Nanha Farishta,2000,NA,"Action, Crime, Thriller",5.8,8,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
Aaj Ka Parshuram,1992,NA,Action,NA,NA,Satya Murthy G.,Nagendra,Disco Shanti,NA
Aaj Ka Ravan,2000,128 min,"Action, Crime",4.3,31,Kasam Ali,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan
Aaj Ka Romeo,1995,NA,Action,NA,NA,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
Aaj Ka Samson,1991,123 min,"Action, Romance",3.1,14,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
Aaj Ka Shahen Shah,1997,NA,Action,NA,NA,Kodanda Rami Reddy A.,Bhanupriya,Chiranjeevi,Manik Irani
Aaj Ka Ye Ghar,1976,NA,Drama,4.5,10,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
Aaj Kaa M.L.A. Ram Avtar,1984,157 min,"Action, Drama",5.8,65,Narayana Rao Dasari,Rajesh Khanna,Shabana Azmi,Deven Verma
Aaj Kal,1934,NA,NA,NA,NA,R.S. Choudhury,Jal Merchant,Shantakumari,NA
Aaj Ke Angaarey,1988,128 min,"Action, Drama",5,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
Aaj Ke Shahenshah,1990,132 min,Action,3.3,15,Shibu Mitra,Jeetendra,Raj Babbar,Chunky Panday
Aaj Ke Sholey,1985,NA,Adventure,5.3,37,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
Aaj Ki Awaz,1984,137 min,"Action, Drama, Crime",5.6,79,Ravi Chopra,Raj Babbar,Smita Patil,Rashmi Chauhan
Aaj Ki Baat,1955,NA,NA,NA,NA,Leela Chitnis,Ajit,Ajit Chitnis,Leela Chitnis
Aaj Ki Biwi,1991,NA,Drama,NA,NA,Ajay Kumar,Vijay Kumar,Jaishree Patel,NA
Aaj Ki Dhara,1979,NA,Drama,NA,NA,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
Aaj Ki Duniya,1940,NA,Drama,NA,NA,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
Aaj Ki Jung,1988,NA,Action,NA,NA,Kodanda Rami Reddy A.,NA,NA,NA
Aaj Ki Pukar,1976,NA,Drama,NA,NA,NA,NA,NA,NA
Aaj Ki Raat,1948,NA,NA,NA,NA,D.D. Kashyap,Motilal,Suraiya,Lala Yaqoob
Aaj Ki Raat,1992,NA,Thriller,NA,NA,Madhuri,Pratap,Raghu,Ravi
Aaj Ki Taaqat,1992,NA,NA,NA,NA,Anil Nagrath,Jaya Mathur,Anil Nagrath,Sunil Puri
Aaj Ki Taaza Khabar,1973,NA,Comedy,7.3,88,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
Aaj Kie Aurat,1993,NA,"Action, Drama",3.8,14,Avtar Bhogal,Jeetendra,Dimple Kapadia,Sujata Mehta
Aaj Watan Ne Humen Pukara,1968,NA,Drama,NA,NA,NA,NA,NA,NA
Aaja Mere Mehboob,1994,NA,Romance,NA,NA,Rakesh Kakaria,NA,NA,NA
Aaja Mere Raja,2000,NA,Drama,NA,NA,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
Aaja Meri Bahon Mein,2002,NA,Romance,NA,NA,NA,NA,NA,NA
Aaja Meri Jaan,1993,162 min,Romance,4.4,30,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
Aaja Nachle,2007,137 min,"Drama, Family, Music",6.2,"2,998",Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
Aaja Re O Sajana,1994,NA,"Drama, Romance",NA,NA,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
Aaja Sanam,1968,121 min,"Drama, Romance",6.7,14,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
Aaja Sanam,1994,NA,"Drama, Romance",3.3,7,Mohnish Bahl,Chandni,Kulbhushan Kharbanda,Ranbir Pushp
Aakanksha,1993,120 min,Drama,NA,NA,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
Aakhet,NA,NA,Drama,NA,NA,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
Aakhir,1984,NA,Comedy,NA,NA,K.K. Talwar,Jalal Agha,Kalpana Iyer,Jagdeep
Aakhir Kaun Thi Woh?,2000,NA,"Action, Mystery, Thriller",4.4,5,Bapu,Raj Babbar,Raza Murad,Sripradha
Aakhir Kyon?,1985,NA,Drama,6.6,158,J. Om Prakash,Rajesh Khanna,Smita Patil,Rakesh Roshan
Aakhree Raasta,1986,164 min,"Action, Crime, Drama",7.1,"1,283",Bhagyaraj,Amitabh Bachchan,Sridevi,Jaya Prada
Aakhri Adaalat,1988,148 min,"Action, Thriller",5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
Aakhri Baazi,1989,149 min,"Action, Drama, Family",4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
Aakhri Badla,1989,120 min,"Action, Crime, Drama",5,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
Aakhri Badla,2004,NA,Action,NA,NA,Meena Amani,Harikrishna,Rajeev Kanakala,Mumait Khan
Aakhri Cheekh,1991,NA,Horror,4.8,47,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
Aakhri Chetawani,1993,NA,NA,NA,NA,Deva Dutta,Bharat Bhushan,Sudha Chandran,Amita Nangia
Aakhri Daao,1975,NA,"Action, Crime, Drama",5.5,29,A. Salaam,Jeetendra,Saira Banu,Padma Khanna
Aakhri Daku,1978,NA,Action,5.6,21,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Rekha
Aakhri Dao,1958,NA,Comedy,6.4,16,Mahesh Kaul,Nutan,Shekhar,Jeevan
Aakhri Dastak,2004,NA,Drama,NA,NA,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
Aakhri Galti,1936,NA,NA,NA,NA,Kamlabai Gokhale,NA,NA,NA
Aakhri Geet,1975,NA,NA,NA,NA,G.V. Iyer,G.V. Narayana Rao,Rekha,Krishna Swamy
Aakhri Ghulam,1989,171 min,"Action, Crime, Drama",4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
Aakhri Goli,1977,NA,Action,4.8,18,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
Aakhri Insaaf,1980,NA,"Action, Mystery",4.9,10,Kalidas,Mithun Chakraborty,Vijayendra Ghatge,Ashok Kumar
Aakhri Inteqam,2002,NA,Action,2.5,16,Rajesh Bakshi,Sudesh Berry,Anu Kashyap,Amit Pachori
Aakhri Kasam,1979,126 min,"Action, Thriller",6.3,7,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aakhri Khat,1966,153 min,Drama,6.9,122,Chetan Anand,Rajesh Khanna,Indrani Mukherjee,Master Bunty
Aakhri Khwahish-Ek Gunah Ki,2003,NA,Thriller,NA,NA,Amrit Batra,Arun Bakshi,Ramesh Bhatkar,Dinesh Hingoo
Aakhri Mohabbat,1994,NA,Romance,NA,NA,Abhilasha,Girish,Ravi Menon,Raghu
Aakhri Mujra,1981,121 min,"Drama, Musical",NA,NA,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
Aakhri Muqabla,1978,NA,Action,NA,NA,NA,NA,NA,NA
Aakhri Nishan,1974,NA,NA,NA,NA,S.A. Ashokan,Ram Chandran,Jyothi Lakshmi,NA
Aakhri Nishchay,1988,NA,Drama,NA,NA,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
Aakhri Paigham,1949,NA,NA,NA,NA,Muzammil Khurshid,Muzammil Khurshid,Leela Mishra,Niranjan Sharma
Aakhri Raat,1999,NA,Thriller,NA,NA,Papu Bahruz,Sudhir Dalvi,Raj Devgan,Mushtaq Khan
Aakhri Sajda,1977,110 min,Drama,NA,NA,Helen,Jagdeep,Murad,Maya Sinha
Aakhri Sangam,1990,160 min,"Action, Romance",7.3,39,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian
Aakhri Sanghursh,1997,138 min,Action,2.8,17,Narendra Bedi,Vijayendra Ghatge,Kaajal Kiran,Mukesh Khanna
Aakhri Sauda: The Last Deal,2016,NA,Thriller,NA,NA,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
Aakraman,1975,139 min,"Drama, History, Romance",6.3,44,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
Aakrandan,2001,NA,Drama,NA,NA,NA,NA,NA,NA
Aakrant,1988,NA,Drama,NA,NA,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
Aakrosh,1980,144 min,"Crime, Drama, Music",7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
Aakrosh,2010,115 min,"Action, Crime, Thriller",7,"3,464",Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
Aakrosh: Cyclone of Anger,1998,NA,"Action, Crime, Drama",4.6,93,Lateef Binny,Sunil Shetty,Shilpa Shetty Kundra,Girish Karnad
Aalaap,2012,116 min,Sci-Fi,5.4,26,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
Aalavandhan,2001,177 min,"Action, Thriller",7.2,"2,192",Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aalha Udal,1962,NA,"Drama, History",NA,NA,Jaswant Jhaveri,Master Bhagwan,Paidi Jairaj,Jeevan
Aalwar,2007,152 min,Action,3,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Aamaar Bhuvan,2018,107 min,"Drama, Family",7.7,72,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
Aamdani Atthanni Kharcha Rupaiya,2001,150 min,"Comedy, Drama, Family",4.8,"1,238",K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aamir,2008,99 min,"Action, Crime, Drama",7.7,"10,862",Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Aamna Saamna,2013,62 min,Animation,NA,NA,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
Aamne - Saamne,1967,163 min,"Crime, Mystery, Romance",6.5,81,Suraj Prakash,Shashi Kapoor,Sharmila Tagore,Prem Chopra
Aamne Samne,1982,143 min,"Action, Crime, Drama",6.4,53,Ashim S. Samanta,Mithun Chakraborty,Bindiya Goswami,Arti Gupta
Aamras: The Sweet Taste of Friendship,2009,NA,Drama,5.8,60,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
Aamrityu,2018,NA,Drama,NA,NA,Arup Manna,NA,NA,NA
Aan Aur Shaan,1984,130 min,Drama,6.4,37,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Aan Baan,1972,NA,Drama,6.1,28,Prakash Mehra,Rajendra Kumar,Rakhee Gulzar,Kumkum
Aan Baan,1956,NA,Romance,2.8,5,D.D. Kashyap,Ajit,Nalini Jaywant,Mahipal
Aan Milo Sajna,1970,177 min,"Drama, Musical, Romance",6.4,211,Mukul Dutt,Rajesh Khanna,Asha Parekh,Vinod Khanna
Aan: Men at Work,2004,149 min,"Action, Crime, Drama",5.7,"2,907",Madhur Bhandarkar,Akshay Kumar,Shatrughan Sinha,Sunil Shetty
Aanch,2003,160 min,Drama,5.6,102,Rajesh Ram Singh,Arun Bakshi,Suchindra Bali,Poonam Jhawer
Aanchal,1980,138 min,"Action, Drama, Family",6.4,58,Anil Ganguly,Rajesh Khanna,Rakhee Gulzar,Rekha
Aanchal,1960,NA,"Drama, Family",4.9,8,Vasant Joglekar,Ashok Kumar,Nirupa Roy,Nanda
Aanchal Ke Phool,1968,NA,Drama,5.7,6,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
Aandha Intaquam,1993,NA,Action,NA,NA,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
Aandhi,1975,133 min,"Drama, Romance",8.1,"1,406",Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
Aandhi,1948,NA,Drama,NA,NA,T.R. Sundaram,NA,NA,NA
Aandhi Aur Toofan,1964,NA,"Action, Adventure, Romance",6,8,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
Aandhi-Toofan,1985,144 min,Drama,6.1,49,Babbar Subhash,Shashi Kapoor,Hema Malini,Danny Denzongpa
Aandhiyan,1952,136 min,Drama,7.4,30,Chetan Anand,Dev Anand,Nimmi,Kalpana Kartik
Aandhiyan,1990,145 min,Drama,4.8,38,David Dhawan,Mumtaz,Prasenjit Chatterjee,Madhushree
Aangan,1959,NA,"Music, Romance",6.6,31,O.P. Dutta,Agha,Ameeta,Rehman
Aangan,1973,NA,"Drama, Family",NA,NA,Nasir Hussain,Farida Jalal,Ashim Kumar,Leela Mishra
Aangan Ki Kali,1979,NA,"Drama, Family",5.6,5,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
Aani Maani,2019,94 min,Drama,6.6,15,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
Aankh Ka Nasha,1933,NA,NA,NA,NA,J.J. Madan,Khurshid Begum,Mukhtar Begum,Jehanara Kajjan
Aankh Ki Sharm,1943,NA,NA,NA,NA,Balwant Bhatt,Prithviraj Kapoor,Trilok Kapoor,Kaushalya
Aankh Micholi,1972,NA,Family,6,6,Ramanna,Rakesh Roshan,Bharti,Om Prakash
Aankh Micholi,2021,NA,"Comedy, Family",NA,NA,Umesh Shukla,Paresh Rawal,Sharman Joshi,Abhimanyu Dasani
Aankh Michouli,1942,NA,NA,NA,NA,R.S. Choudhury,Nalini Jaywant,NA,NA
Aankhein: The Third Eye,2004,NA,Action,7.4,15,Nassar,Sada,Srikanth,NA
Aankhen,1993,170 min,"Action, Comedy, Crime",6.7,"1,898",David Dhawan,Govinda,Chunky Panday,Raj Babbar
Aankhen,1950,NA,"Drama, Family",7.2,6,Devendra Goel,Shekhar,Bharat Bhushan,Nalini Jaywant
Aankhen,2002,165 min,"Crime, Drama, Thriller",7.4,"12,574",Vipul Amrutlal Shah,Amitabh Bachchan,Akshay Kumar,Sushmita Sen
Aankhen 2,2021,NA,Thriller,NA,NA,Abhinay Deo,Amitabh Bachchan,Sidharth Malhotra,NA
Aankhin Dekhi,1978,NA,Drama,NA,NA,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
Aankhon Aankhon Mein,1972,154 min,"Drama, Romance",6.4,28,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
Aankhon Mein Sapne Liye,2005,NA,Romance,NA,NA,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
Aansoo,1953,NA,Drama,NA,NA,Shanti Kumar,Kamini Kaushal,Kumkum,Madan Mohan
Aansoo Aur Muskan,1970,150 min,"Comedy, Drama, Family",6.5,24,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
Aansuon Ki Duniya,1936,NA,NA,NA,NA,Anand Prasad Kapoor,Anwari,Sarla,Surendra
Aantiya,1993,NA,Drama,NA,NA,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami
Aao Baby Pyar Karen,1983,NA,Romance,NA,NA,NA,NA,NA,NA
Aao Hum Saath Chalein,2003,NA,Romance,NA,NA,NA,NA,NA,NA
Aao Jao Ghar Tumhara,1984,NA,Drama,NA,NA,Murlidhar Kapdi,Agha,Birbal,Chandrashekhar
Aao Khelein Gilli Danda,2021,NA,Drama,NA,NA,Faheem Chaudhry,Sonal Jha,Omkar Das Manikpuri,Rajesh Jais
Aao Milkar Gaen,1964,NA,Documentary,NA,NA,Pramod Pati,NA,NA,NA
Aao Pyaar Karen,1964,NA,"Drama, Romance",6.2,15,R.K. Nayyar,Joy Mukherjee,Saira Banu,Sanjeev Kumar
Aao Pyaar Karen,1983,NA,Drama,NA,NA,Prakash Verma,Anita Advani,Radhika Bartake,Benjamin Gilani
Aao Pyaar Karen,1994,141 min,Romance,4.2,160,Ravindra Peepat,Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali
Aao Wish Karein,2009,140 min,"Comedy, Family, Fantasy",5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
Aap Aye Bahaar Ayee,1971,119 min,"Comedy, Drama, Romance",6.6,80,Mohan Kumar,Rajendra Kumar,Sadhana,Prem Chopra
Aap Beati,1976,145 min,"Drama, Family",5.7,32,Mohan Kumar,Shashi Kapoor,Hema Malini,Ashok Kumar
Aap Beeti,1948,NA,Drama,NA,NA,Kumar,Agha,Ajit,Khurshid Begum
Aap Jaisa Koi,2003,NA,Musical,NA,NA,Ruslaan Mumtaz,NA,NA,NA
Aap Ka Pyar,1988,NA,Romance,NA,NA,Baby Bulbul,Devesh,Jiteshwari,Ritu Khanna
Aap Ke Deewane,1980,NA,Romance,5.8,204,Surendra Mohan,Jeetendra,Rishi Kapoor,Tina Ambani
Aap Ke Saath,1986,NA,Drama,5.7,49,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri
Aap Ki Kasam,1974,153 min,"Romance, Drama",7,420,J. Om Prakash,Rajesh Khanna,Mumtaz,Sanjeev Kumar
Aap Ki Khatir,1977,115 min,"Action, Comedy, Drama",6.3,27,Sudhendu Roy,Vinod Khanna,Rekha,Nadira
Aap Ki Khatir,2006,122 min,"Comedy, Romance",3.6,863,Dharmesh Darshan,Akshaye Khanna,Priyanka Chopra Jonas,Ameesha Patel
Aap Ki Marzi,1939,NA,NA,NA,NA,Sarvottam Badami,Khurshid Begum,Sabita Devi,Sunalini Devi
